"STT","Message","Spam","Ads","Entertainment","App","RealEstale","Villa","Apartment","House","Lots","Financial","Bank","Card","Loans","Promotion","Harm","Scam","MoneyScam","PasswordScam","InfoScam","Virus"
"302","(TB) Soan MAX70 gui 888 chi 70.000d/thang co ngay 3,8GB toc do cao de trai nghiem 3G/4G TOC DO SO 1 VIET NAM theo cong bo cua SpeedTest, het dung luong mien phi dung toc do thong thuong. CSKH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"303","Siêu khuyến mại truyền hình MyTV: chỉ từ 30.000đ/tháng xem gần 200 kênh truyền hình SD/HD không cần đầu thu. Thêm K+ chỉ với 44.000đ/tháng xem độc quyền giải Ngoại Hạng Anh. Gọi ngay 18001166 (miễn phí)","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"304","GỌI 3 PHÚT TẶNG 1 PHÚT khi đi Nhật Bản, Hàn Quốc, Đài Loan. Soạn tin DK CVQT gửi 9123 để hưởng ưu đãi từ Vinaphone. Chương trình áp dụng từ ngày 15/03/2019 đến 05/05/2019. Chi tiết LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"305","(QC) Chuc mung QK la so TB may man duoc Mien phi 100% 3G/4G toc do cao va co hoi NHAN 5.000d vao TKC khi soan DK P1 gui 9982 (0d) va trai nghiem tai http://vipdata.vn tu DV New24h. Sau km 5.000d/ngay. TCQC, soan TC gui 9982","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"306","(VINAPHONE PLUS) TẶNG GÓI CƯỚC data/ thoại/sms hấp dẫn cho Hội viên TẢI ứng dụng Vinaphone Plus và đăng nhập lần đầu. Vui lòng tải ứng dụng tại https://goo.gl/R8XfiZ (IOS) và https://goo.gl/mbujJw (Android). Chi tiết liên hệ 18001091. Trân trọng cảm ơn!","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"307","(TB) Dịch tả lợn châu Phi đã xuất hiện ở Việt Nam. Trước diễn biến phức tạp của dịch bệnh này, ngày 20/2, TTCP Nguyễn Xuân Phúc đã ban hành Chỉ thị số 04/CT-TTg về việc triển khai đồng bộ các giải pháp cấp bách khống chế dịch. Để biết CÁCH PHÒNG BỆNH hiệu quả nhất, QK vui lòng gọi 18001195 (Miễn phí).","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","TẶNG 20% giá trị thẻ nạp (gọi/sms tất cả các mạng) khi QK nạp thẻ ngày HÔM NAY (26/2). Giá trị khuyến mại có thời hạn sử dụng trong vòng 15 ngày kể từ thời điểm KM. CT áp dụng cho TB nhận được tin nhắn KM này. LH 18001091.","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"309","TẶNG 20% giá trị thẻ nạp (gọi/sms tất cả các mạng) khi QK nạp thẻ trong ngày mai (26/2). Giá trị KM có thời hạn sử dụng trong vòng 15 ngày kể từ thời điểm KM. CT áp dụng cho TB nhận được tin nhắn KM này. LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"310","(TB) TIET KIEM TOI 80% so voi cach goi thong thuong: MP goi noi mang VNP <=10 phut +30 phut ngoai mang+ goi MAX (600MB) su dung trong 30 ngay. Soan B99 gui 900 dang ky truoc 11/03/2019. Bam CTKM gui 900 de tra cuu uu dai danh rieng cho Quy khach. Chi tiet LH 18001091.","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"311","(QC) MIEN PHI 100% 3G/4G khi soan L1 gui 9566 (0d) hoc TIENG ANH qua video voi giao vien ban ngu. Cai thien toan dien ngu phap va giao tiep, truy cap tai http://2language.vn. Sau KM 3.000d/ngay. TCQC, soan TC gui 9566","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"312","TET RON RANG NGAP TRAN QUA TANG. Nap the hoac su dung tu 20,000 tro len de co co hoi trung giai nhat oto Mazda 6 tri gia 978 trieu dong. Chuong trinh ap dung tu 18/01 den 06/3. Chi tiet lien he 789.","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"313","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay mai (01/03). Gia tri KM duoc tru truoc TK chinh khi KH goi/sms, co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. Chi tiet lien he 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"314","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (01/03). Gia tri KM duoc tru truoc TK chinh khi KH goi/sms, co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. Chi tiet lien he 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"315","[QC] Ban se khong phai lo cuoc Du lieu hang thang nua vi gio day chi voi 90.000d - ban se duoc mien phi hoan toan du lieu trong vong 30 ngay. Soan DK F90 gui 345. Ap dung voi khach hang nhan tin nhan. (200MB voi toc do cao va truy cap khong gioi han sau khi het luu luong) Tu choi QC dich vu, soan TCDV gui 123.","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"316","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (5/3). Gia tri khuyen mai co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. CT ap dung cho TB nhan duoc tin nhan KM nay. LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"317","(TB) TIET KIEM TOI 79% so voi cach goi thong thuong khi dang ky goi B100: MIEN PHI 250 phut goi noi mang VNP +250 SMS noi mang VNP + MAX100 (1,2GB) (100.000d/30 ngay), dang ky truoc 11/3/2019. Bam CTKM gui 900 de tra cuu uu dai danh rieng cho Quy khach. Chi tiet LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"318","(VINAPHONE PLUS) TẶNG GÓI CƯỚC data/thoại/sms hấp dẫn cho Hội viên TẢI ứng dụng VinaPhone Plus và đăng nhập lần đầu. Vui lòng tải ứng dụng tại https://goo.gl/R8XfiZ (IOS) và https://goo.gl/mbujJw (Android). Chi tiết liên hệ 18001091. Trân trọng cảm ơn!","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"319","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (08/03). Gia tri KM duoc tru truoc TK chinh khi KH goi/sms, co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. Chi tiet lien he 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"320","(TB) Co hoi trung HONDA VISION tri gia 34 trieu dong MOI NGAY khi nap the menh gia >= 100.000d. Hay nap the ngay hom nay de don nhan may man. Tong giai thuong 45 xe VISION tri gia 1,5 TY DONG, quay thuong HANG NGAY. Chi tiet LH 9191","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"321","(TB) TRAI NGHIEM 3G/4G, RE BAT NGO: chi 20.000d co 1GB toc do cao dung trong 7 ngay, soan DK DT20 gui 888 de dang ky. Het 1GB tinh theo goi dang su dung. CSKH 18001091.","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"322","[HOT] VinaPhone đã chính thức có mặt trên Zalo. Quan tâm ngay trang Zalo của VinaPhone để được hỗ trợ thông tin và cập nhật ưu đãi, khuyến mại nhanh nhất. Chi tiết truy cập https://zalo.me/vinaphone hoặc liên hệ 18001091.","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","(TB): MIEN PHI den 100% gia goi trong 3 thang danh rieng cho TB nhan duoc tin nhan va hoa mang cac goi tra sau ALO/SMART trong thang 3/2019. Chi tiet LH diem GD cua VinaPhone hoac 18001091","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"324","Mung Le hoi Xuan 2019 tai TP Ha noi, VinaPhone TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (12/3). Gia tri khuyen mai co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. CT ap dung cho TB nhan duoc tin nhan KM nay. LH 18001091.","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"325","Tu ngay 13 - 18/3/2019, Le hoi Hoa Ban nam 2019 duoc to chuc tai thanh pho Dien Bien Phu. Kinh moi Quy Khach tham gia, trai nghiem khong gian van hoa dam da ban sac cac dan toc tinh Dien Bien. De biet thong tin Quy Khach vui long truy cap dulichdienbien.vn hoac lien he 02153835026. Tran trong cam on.","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","(TB) Soan 60G gui 888 chi 50.000d co 60GB dung trong 30 ngay (moi ngay 2GB), uu dai trong 6 thang de trai nghiem 3G/4G TOC DO SO 1 VIET NAM theo cong bo MOI NHAT cua SpeedTest. Ap dung cho thue bao tra truoc nhan duoc tin nhan va dang ky truoc 11/4/2019. CSKH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"327","(TB) TIẾT KIỆM tới 1,7 TRIỆU so với cách gọi thông thường khi đăng ký gói VD149: Miễn phí cuộc gọi nội mạng VNP<=30 phút+200 phút ngoại mạng+ 200 SMS nội mạng VNP + 4GB Data/ngày (hết tốc độ cao dừng truy cập) (149.000đ/30 ngày). Soạn VD149 gửi 900 đăng ký trong tháng 3/2019. Bấm CTKM gửi 900 để tra cứu ưu đãi dành riêng cho Quý khách. Chi tiết LH 18001091","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"328","(QC) MIEN PHI 100% 3G/4G cho Quy khach khi soan N1 gui 9078 (0d) de XEM TIN bang INFOGRAPHIC sieu DEP tai http://superinfo.vn. Sau KM 3000d/ngay. TCQC soan TC gui 9078","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"329","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (15/03). Gia tri KM duoc tru truoc TK chinh khi KH goi/sms, co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. Chi tiet lien he 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"330","(QC) Chuc mung QK la so TB may man duoc Mien phi 100% 3G/4G toc do cao va co hoi NHAN 5.000d vao TKC khi soan DK P1 gui 9982 (0d) va trai nghiem tai http://vipdata.vn tu DV News24h. Sau km 5.000d/ngay. TCQC, soan TC gui 9982","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"331","(TB) TIET KIEM toi 1,8 TRIEU DONG so voi cach goi thong thuong khi dang ky goi B129: Mien phi cac cuoc goi noi mang VNP<=10 phut + 30 phut ngoai mang +60 SMS noi mang+ MAX100 (1,2GB). Soan B129 gui 900 dang ky trong thang 3/2019 (129.000d/30 ngay). Bam CTKM gui 900 de tra cuu uu dai danh rieng cho QK. Chi tiet LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"332","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (19/3). Gia tri khuyen mai co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. CT ap dung cho TB nhan duoc tin nhan KM nay. LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"333","(QC) Thue bao Quy Khach may man duoc Mien phi 3G/4G toc do cao khi soan TM1 gui 9018 (0d) de trai nghiem dv Tri thuc may man tai http://trithucmayman.amedi.vn. Sau KM 5.000d/ngay. TCQC, soan TC gui 9018","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"334","(TB) TRUC TIEP TRAN DAU GIUA DOI TUYEN U23 VIET NAM - U23 BRUNEI VAO 20h HOM NAY: soan H10 gui 888 chi 10.000d co 5GB toc do cao dung trong 2h, hoac H5 gui 888 chi 5.000d co 2GB toc do cao dung trong 2h. Het dung luong tinh theo goi thue bao dang dung. CSKH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"335","(TB) TIẾT KIỆM TỚI 80% so với cách gọi thông thường: Có ngay 20 phút gọi trong nước chỉ 6.000đ sử dụng trong ngày. Soạn TN20 gửi 900 đăng ký trước 11/04/2019. Bấm CTKM gửi 900 để tra cứu ưu đãi dành riêng cho Quý khách. Chi tiết LH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"336","(TB) TRUC TIEP TRAN DAU GIUA DOI TUYEN U23 VIET NAM - U23 INDONESIA VAO 20h HOM NAY: chi 5.000d/ngay mien phi 3G/4G xem 90 kenh truyen hinh tren ung dung MyTV Net, co them 200MB toc do cao luot web. Soan MYTV5 gui 888 de dang ky. Tai ung dung tai: https://mytvnet.vn/tai-ve. Ap dung cho TB dung he dieu hanh Android hoac iOS. CSKH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"337","(TB) Uu dai SMS RE HON 75% khi dang ky goi S50 (3.500d/lan): MIEN PHI 50 SMS noi mang VinaPhone, su dung trong ngay. Soan S50 gui 900 dang ky truoc ngay 11/4/2019. Bam CTKM gui 900 de tra cuu uu dai danh rieng cho Quy khach. Chi tiet LH 18001091","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"338","(QC) Nhan ngay 10.000d vao TKC khi soan DK 4G gui 5011 (0d) va GHTC dich vu trong 8 ngay. MIEN PHI 100% 3G/4G xem tha ga kho clip dac sac, hap dan tai http://v.phetit.vn. Sau KM 3.000d/ ngay. TCQC soan TC gui 5011","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"339","(TB) Lieu U23 Viet Nam co the vuot qua Thai Lan de gianh quyen tu quyet vao vong chung ket U23 chau A 2020? Soan ngay D7 gui 888 chi 7.000d/ngay co ngay 1,2GB toc do cao xem truc tiep tran dau vao 20h hom nay va co vu cho cac chang trai ao do chien thang. CSKH 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"340","TANG 20% gia tri the nap (goi/sms tat ca cac mang) khi QK nap the ngay HOM NAY (26/03). Gia tri KM duoc tru truoc TK chinh khi KH goi/sms, co thoi han su dung trong vong 15 ngay ke tu thoi diem KM. Chi tiet lien he 18001091","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"341","(TB) TIET KIEM TOI 80% so voi cach goi thong thuong: MP goi noi mang VNP <=10 phut +30 phut ngoai mang+ goi MAX (600MB) su dung trong 30 ngay. Soan B99 gui 900 dang ky truoc 11/04/2019. Bam CTKM gui 900 de tra cuu uu dai danh rieng cho QK. Chi tiet LH 18001091","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"342","(TB) TIẾT KIỆM TỚI 90% CHI PHÍ so với cách gọi thông thường: Miễn phí cuộc gọi nội mạng VNP<=20 phút+ 100 phút ngoại mạng+100 SMS nội mạng+3GB Data/ngày (hết tốc độ cao dừng truy cập). Soạn VD129 gửi 900 (129.000đ/30 ngày) đăng ký trước 11/4/2019. Bấm CTKM gửi 900 để tra cứu ưu đãi dành riêng cho Quý khách. Chi tiết LH 18001091","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"343","(TB) TIET KIEM TOI 79% so voi cach goi thong thuong khi dang ky goi B100: MIEN PHI 250 phut goi noi mang VNP +250 SMS noi mang VNP + MAX100 (1,2GB) (100.000d/30 ngay), dang ky truoc 11/4/2019. Bam CTKM gui 900 de tra cuu uu dai danh rieng cho Quy khach. Chi tiet LH 18001091","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"344","(QC VMA2)HONEY DESIGN X'MAS SALE UP TO 50% VA TANG KHAN CHO DON HANG 2 TRIEU TU 21-26/12.LH: 02438623939 .Tu choi QC soan TC gui 1551","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"345","(QC) MIEN PHI 1OO% 3G/4G danh cho TB 0915575677 cua VINAPHONE khi soan ON1 gui 9569 trai nghiem tai http://v.onnews1.vn. Sau km 3000d/ngay.LH 02436687038","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"346","(QC) NHAN NGAY 5000d va MEN PHI 1 ngay su dung Tong dai The thao giai tri 1092 khi soan DK gui 1092, duy tri  48h. Cuoc goi ngay 2000. Chi tiet LH: 19001745.","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"347","[TB] Chuc mung TB 0915575677 nhan ngay 10.000d vao TK chinh khi soan DK AT gui 1595 de dang ky goi AnToanThucPham. Mien phi dang ky lan dau, cong tien u 05 ngay duy tri DV. Chi tiet LH: 18001195 (MienPhi), sau KM 2k/ngay. De tu choi quang cao, soan TC gui 1595.","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"348","GrabPay by Moca da hoan thien hon voi 16 ngan hang doi tac va trien khai su dung nhieu tinh nang moi. Xin gui ban ma TN50 tri gia 50K x 1 chuyen Grab va goi su dung dich vu Grab tri gia 180K. Vui long xem tai https://grb.to/TN50 Kich hoat ngay Vi dien tu GrabPay by Moca de kham pha ban nhe!","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"349","(TB2) DA UU DAI LAI CON RE HON - GIAM 20% gia goi B150 truoc ngay 28/08/2018. 120.000 dong/30 ngay MIEN PHI cac cuoc goi noi mang VinaPhone<=10 phut + 3,5GB Data (het toc do cao dung truy cap). Soan B150 gui 900. Chi tiet LH 9191 (200d/p)","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"350","(TB1) Uu dai danh rieng cho thue bao cua Quy khach. Truoc ngay 25/08/2018 khuyen mai 20%  menh gia the nap. Chi tiet LH 9191 (200d/ph)","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"351","(TB) THỎA SỨC DÙNG 3G/4G CÙNG VINAPHONE: 60GB data tốc độ cao trong 30 ngày chỉ với 10.000đ/ngày (2GB/ngày). Soạn ngay DK D2 gửi 888 để đăng ký. CSKH 9191 (200đ/p).","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"352","(STL2)Le mo ban D/an BEA SKY Nguyen Xien. Tang ngay 10 trieu dong, co hoi trung oto Vinfast. 9h ngay 6.4 tai Cung trien lam quy hoach, 01 Do Duc Duc L/h: 0966452599 .Tu choi quang cao tu HAIPHATLAND, soan TC HAIPHATLAND gui 9241.","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"353","(VMG2)TUANTHAO Store 27KimDong sang Thu7 ngay 6/4/2019 co nhieu hang HE moi ve.Kinhmoi QK qua mua sam 0948988515 - 02388609090 .Tu choi quang cao tu TUANTHAO, soan TC TUANTHAO gui 9241.","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","(QC) Mua he mat lanh voi dieu hoa Daikin 9300 BTU tu MobiFone! Qua tang MIEN PHI danh cho TB may man, soan Q5 gui 999. THEM co hoi nap 5.000d vao TKC va Mien phi 100% cuoc 3G/4G hat karaoke tren m.okara.vn chi voi 5000d/ngay. Chi tiet goi 9090. Tu choi QC soan TC gui 9241","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"355","(VMG2)TT NEM-Gio To Hung Vuong.Uu dai Toan Bo 50%+++BST HE Moi Nhat,MUA 3SP DUOC 4SP.Ngoai ra mua 2 tang 1 hang FIX.Tu 10.4-17.4.Tu choi quang cao tu NEM VINH, soan TC NEM VINH gui 9241.","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"356","Suät' Ngoai Giao CH Sieu VIP Q HÖAN KIEM: Ngä 4 HängBai Ly Thüöng Kiet. Chi 2OOmet den HoGüom,D/Tich 99-156 metvuong. 25 ty/cän.Täng 1,1 ty.ko LS.CDT 0933028855","1","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"357","Duy nhat: 1 LoDat_mat duong bien My Khe, chi tu 39tr/m2, DT:997m, So|Do chinh chu. A/C quan tam alo em: 0843199568","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"358","(VINAPHONE PLUS TB) Quy khach dang la hoi vien hang Bac cua chuong trinh VinaPhone Plus. Diem tich luy den thang 2/2019 la 542 diem. Chi tiet truy cap https://vinaphoneplus.com.vn hoac LH 18001091. Tran trong cam on!","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","(TB) KM Khach hang thuong xuyen: Vinaphone TANG 50% gia tri khi NAP THE menh gia >= 50.000d trong hom nay (30/11/2016). CT ap dung cho TB nhan duoc SMS nay. Nhan them Ma du thuong co hoi trung HONDA VISION tri gia 34.000.000d khi nap the >= 100.000d. Chi tiet lien he 9191 (200d/p).","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"360","Quy khach da dung het luu luong toc do cao goi MIMAX70. De co them luu luong toc do cao, soan TENGOI gui 191:
1. MT10N (10.000d co 1GB) hoac MT5N (5.000d co 500MB), su dung den 24h.
2. MT15: 15.000d co 1GB su dung theo chu ky goi MIMAX70.
3. Hoac dang ky goi MIMAX90: 90.000d co 5GB/thang.
LH 198 (0d). Tran trong.","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"361","60 lo Shophouse DUY NHAT tai Flamingo Dai Lai duoc KINH DOANH ngay cong chinh Resort, sohuu vinhvien. Chi tu 39tr/m2. LH 0933043883. FR5P8","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"362","(QC-VTL2) Dat biet thu chi tu 11tr/m2-13tr/m2. Dien tich: 240-600m2. Chiec khau Cao .Goi ngay tu van: 0908953911 - Xin loi da lam phien ! De tu choi,soan TC gui 1313","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"363","[QC] KM cho Khach hang thuong xuyen cua Viettel: Tang 50% GIA TRI THE NAP trong ngay 30/11. Tien KM dung de lien lac noi mang, ngoai mang va khong gioi han thoi gian su dung. CT ap dung cho thue bao nhan duoc tin nhan. Chi tiet goi 197 (0d). Tu choi QC, soan TC1 gui 199.","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"364","(QC-VTL2) TT NEM-XA KHO GIA SOC. Duy nhat toan bo he thong showroom Nem Tai HA NOI, Dong gia tu 99k kem mua 2 tang 1 sp Fix gia. Tu 4.4. https://nemshop.vn . De tu choi,soan TC gui 1313","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"365","Yakson Beauty: ""Giu Mai Ve Dep Tuoi Thanh Xuan"" - Yakson Beauty danh tang KH uu dai dac biet: Ma Code giam gia len den 35%. HSD: 15/04/2019. Hotline: 18006597","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"366","(QC-VTL2) MIEN PHI THIET KE NOI THAT chung cu, biet thu, cua hang. Thi cong noi that uy tin. LH: 0976666433 http://uniprovn.com/ . De tu choi,soan TC gui 1313","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"367","(QC-VTL2) So huu shophouse dang cap cao quan the rong view ho cach pho co 1km, gia chi tu 7ty/lo, ho tro ls 0% trong 2 nam, chiet khau 14%. Lh: 0912320722 . De tu choi,soan TC gui 1313","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0"
"368","Em chào anh/chị, em là Hoà
chuyên phụ trách các dự án BĐS của Vinhomes. Anh/chị có quan tâm vui lòng liên hệ: 0818.699.966","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","(VMG2)HOT! HOT! Mung cac ngay Le lon, giam gia DAC BIET 45% tre hoa da bang THERMAGE FLX do TS-BS TRAN THI ANH TU truc tiep dieu tri; giam gia 50% dieu tri da, xoa xam, xoa bot bang LASER PICOSURE...; giam gia 50% tan mo, giam beo bang ZELTIQ, SCULPSURE... LH: 0909050789 / 02836019999 / www.bacsitu.com .Tu choi quang cao tu TMVBacSiTu, soan TC TMVBacSiTu gui 9241.","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"370","(STL2)Bao Hiem Hong Ngoc -5% phi, tu 2.5tr, qua toi 3tr. Mua cho be tu 60 ngay tuoi va mua doc lap. Tu 1-30/4/2019.LH 0911461955.Tu choi quang cao tu BVHONGNGOC, soan TC BVHONGNGOC gui 9241.","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"371","[QC] DATA SIEU RE, SIEU TOC DO
1. Soan ST15K gui 191: chi 15.000d/3 ngay co 3GB, gia han sau 3 ngay
2. Soan ST30K gui 191: 30.000d/7 ngay co 7GB, gia han sau 7 ngay
Chi tiet truy cap https://shop.viettel.vn/r/d2d hoac bam goi *098# (muc Sieu uu dai DATA).LH 198 (0d). Tu choi QC, soan TC3 gui 199.","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"372","[QC] GIAM den 5% khi thanh toan cuoc vien thong, nap the qua ung dung ngan hang so VIETTELPAY. Tai ung dung tai https://viettelpay.vn hoac bam goi *998# de dang ky mien phi va su dung. Chi tiet LH 18009000 (0d). Tu choi QC, soan TC3 gui 199","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"373","[QC] Thanh toan TIEN DIEN de dang voi VIETTELPAY. Thanh toan hoa don tien dien chi voi vai thao tac tren dien thoai. TANG NGAY ma GIAM GIA 50% mua phu kien IPHONE tai ViettelStore khi Quy khach dang ky ViettelPay truoc (23:59 ngay 19/04). CT chi ap dung cho cac TB nhan duoc tin nhan. Tai ung dung tai https://viettelpay.vn de dang ky mien phi va su dung. Chi tiet LH 18009000 (0d). Tu choi QC, soan TC3 gui 199.","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"374","""Bat Mi"" LOTO truoc Gio Quay SO
H.nay LOVIP Ngoai Giao DB(X9)Chac Chan ANTO Chi 2000d CamKET= 100% PHAT TAI 2Nhay Trung 320tr
Xin dung bo qua
$oan: VIP _gui 6768","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"375","Tuan le ngay cua Me dang dien ra, Cookie Jar tri an Me Duc ma KM: 22379 giam 40%. Hieu luc den het ngay 31/05. Mua hang tai TEST hoac qua facebook. Xem bo suu tap he 2017 thiet ke tu Phap tai day:","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"376","Matt Prior, Your iCloud ID has been deactivated. To reactivate your account confirm your details here : http://icloudverify.co.uk - Apple","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0"
"377","Quý khách vừa nạp thành công thẻ cào mệnh giá 500.000VND tại website: http://Tay2015.com quý khách đã được cộng x10 giá trị vào TK gốc , tài khoản gốc hiện tại của quý khác 5.045.012 VND .Xin cam on!","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"378","You won $128,000 USD,contact(wuni33@gmail.com)and send your email address by sms text message to(+856 1887 489)To get more information on how to claim the money","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
